Date,Open,High,Low,Close,Volume,Turnover,P/E,P/B,Div Yield
2000-01-03,0.0,0.0,0.0,45015.92,3777566.0,5584100000.0,196.98,52.27,0.06
2000-01-04,0.0,0.0,0.0,48221.5,12128996.0,18186700000.0,211.0,55.99,0.06
2000-01-05,0.0,0.0,0.0,46430.77,23400610.0,31360100000.000004,203.17,53.91,0.06
2000-01-06,0.0,0.0,0.0,44433.55,18408571.0,23709600000.0,194.43,51.59,0.06
2000-01-07,0.0,0.0,0.0,41106.21,2762086.0,2938500000.0,179.87,47.73,0.07
2000-01-10,0.0,0.0,0.0,41674.89,13774143.0,19530300000.0,182.36,48.39,0.07
2000-01-11,0.0,0.0,0.0,38970.78,16998087.0,22258800000.0,170.53,45.25,0.07
2000-01-12,0.0,0.0,0.0,40098.4,10883409.0,14404900000.0,175.46,46.56,0.07
2000-01-13,0.0,0.0,0.0,38931.1,12781435.0,17534500000.0,170.35,45.2,0.07
2000-01-14,0.0,0.0,0.0,38980.62,9556909.0,12818300000.0,170.57,45.26,0.07
2000-01-17,0.0,0.0,0.0,39986.65,10126027.0,14100300000.0,174.97,46.43,0.07
2000-01-18,0.0,0.0,0.0,40184.89,12234830.0,16364400000.0,175.84,46.66,0.07
2000-01-19,0.0,0.0,0.0,42040.8,10672554.0,15650500000.0,185.12,49.12,0.06
2000-01-20,0.0,0.0,0.0,42053.87,13386776.0,17818300000.0,185.18,49.14,0.06
2000-01-21,0.0,0.0,0.0,44498.92,13927857.0,18574800000.0,195.95,51.99,0.06
2000-01-24,0.0,0.0,0.0,45887.72,16584494.0,22250600000.0,202.06,53.62,0.06
2000-01-25,0.0,0.0,0.0,47946.4,14813227.0,20436000000.0,211.13,56.02,0.06
2000-01-27,0.0,0.0,0.0,50147.75,14419974.0,19000800000.0,220.82,58.59,0.05
2000-01-28,0.0,0.0,0.0,52634.75,16063380.0,21596500000.0,231.77,61.5,0.05
2000-01-31,0.0,0.0,0.0,50705.62,20932144.0,25353300000.0,223.28,59.25,0.05
2000-02-01,0.0,0.0,0.0,52828.84,17715614.0,22458100000.0,232.63,61.73,0.05
2000-02-02,0.0,0.0,0.0,55348.61,18820298.0,23389400000.0,243.72,64.67,0.05
2000-02-03,0.0,0.0,0.0,57942.12,16284887.0,19323600000.0,255.14,67.7,0.05
2000-02-04,0.0,0.0,0.0,61568.98,16505989.0,23587399999.999996,271.12,71.94,0.04
2000-02-07,0.0,0.0,0.0,62957.54,21872549.0,32891300000.0,277.23,73.56,0.04
2000-02-08,0.0,0.0,0.0,61895.17,19727324.0,28920700000.0,272.55,72.32,0.04
2000-02-09,0.0,0.0,0.0,63573.28,21415165.0,30679300000.0,279.94,74.28,0.04
2000-02-10,0.0,0.0,0.0,67288.59,19238221.0,28363900000.0,296.3,78.62,0.04
2000-02-11,0.0,0.0,0.0,71879.95,16920922.0,25382600000.000004,316.52,83.99,0.04
2000-02-14,0.0,0.0,0.0,75718.95,18276956.0,27721300000.0,303.19,82.08,0.06
2000-02-15,0.0,0.0,0.0,77024.37,18302864.0,31226100000.0,339.17,90.0,0.04
2000-02-16,0.0,0.0,0.0,80853.71,14506067.0,25055500000.0,356.03,94.47,0.03
2000-02-17,0.0,0.0,0.0,85991.18,18233330.0,30158100000.0,378.66,100.48,0.03
2000-02-18,0.0,0.0,0.0,90027.95,18179125.0,29936100000.0,396.47,105.2,0.03
2000-02-21,0.0,0.0,0.0,95501.55,15033018.0,30505200000.0,420.58,111.6,0.03
2000-02-22,0.0,0.0,0.0,90909.94,18614722.0,38862500000.0,400.36,106.23,0.03
2000-02-23,0.0,0.0,0.0,85082.19,18423831.0,38617900000.0,340.72,92.24,0.06
2000-02-24,0.0,0.0,0.0,82230.22,15542131.0,30286900000.0,329.3,89.15,0.06
2000-02-25,0.0,0.0,0.0,77275.52,10511173.0,20813700000.0,309.46,83.78,0.06
2000-02-28,0.0,0.0,0.0,76282.86,14091297.0,23772800000.000004,305.48,82.7,0.06
2000-02-29,0.0,0.0,0.0,74537.88,21015144.0,40954400000.0,298.49,80.81,0.06
2000-03-01,0.0,0.0,0.0,79742.65,10223191.0,19891000000.0,319.34,86.45,0.06
2000-03-02,0.0,0.0,0.0,84763.31,9072865.0,16236700000.0,339.44,91.9,0.06
2000-03-03,0.0,0.0,0.0,82696.52,15072653.0,28206300000.0,331.25,89.68,0.06
2000-03-06,0.0,0.0,0.0,85600.62,9095551.0,18396300000.0,342.88,92.83,0.06
2000-03-07,0.0,0.0,0.0,85595.3,13819940.0,28022500000.0,342.86,92.82,0.06
2000-03-08,0.0,0.0,0.0,85552.65,18777707.0,41729799999.99999,342.69,92.78,0.06
2000-03-09,0.0,0.0,0.0,81787.56,15242547.0,38955600000.0,327.61,88.69,0.06
2000-03-10,0.0,0.0,0.0,80159.09,11480032.0,28744899999.999996,321.08,86.93,0.06
2000-03-13,0.0,0.0,0.0,73951.85,8403078.0,24610000000.0,296.22,80.2,0.06
2000-03-14,0.0,0.0,0.0,68430.53,10897865.0,24739200000.0,274.1,74.21,0.07
2000-03-15,0.0,0.0,0.0,66953.33,17180125.0,31557800000.000004,268.19,72.61,0.07
2000-03-16,0.0,0.0,0.0,62902.68,14767110.0,30909500000.0,251.96,68.21,0.08
2000-03-21,0.0,0.0,0.0,60907.66,13754568.0,31262000000.0,243.97,66.05,0.08
