Date,Open,High,Low,Close,Volume,Turnover,P/E,P/B,Div Yield
2012-01-12,2747.95,2795.75,2735.4,2780.95,38232912.0,8821200000.0,10.46,1.47,1.32
2012-01-13,2796.8,2914.3,2796.8,2872.3,66406516.0,16961500000.0,10.8,1.51,1.27
2012-01-16,2854.75,2904.65,2831.3,2882.4,37362172.0,9199800000.0,10.84,1.52,1.27
2012-01-17,2900.85,3015.45,2900.85,2984.9,58722288.0,13829400000.0,11.23,1.56,1.23
2012-01-18,2995.5,2995.5,2896.1,2927.05,43598420.0,11597300000.0,11.01,1.52,1.28
2012-01-19,2959.9,3013.7,2959.9,3006.85,51165322.0,11566300000.000002,11.31,1.57,1.24
2012-01-20,3023.7,3027.6,2973.5,3002.45,45308090.0,11623599999.999998,11.29,1.56,1.25
2012-01-23,2998.7,3005.55,2926.45,2936.15,36424429.0,8022800000.0,11.04,1.53,1.27
2012-01-24,2934.75,3004.85,2918.75,2985.6,44880893.0,10739600000.0,11.35,1.55,1.25
2012-01-25,3005.85,3050.05,3000.8,3042.35,52965942.0,12313800000.000002,11.57,1.58,1.23
2012-01-27,3078.0,3119.25,3077.15,3101.65,58079677.0,12302000000.0,11.8,1.61,1.21
2012-01-30,3082.35,3082.35,2993.3,3008.3,40070299.0,10105700000.0,11.44,1.57,1.24
2012-01-31,3026.3,3089.9,2982.1,3073.8,53189150.0,12746500000.0,11.69,1.6,1.22
2012-02-01,3078.1,3172.15,3057.8,3164.65,68183262.0,16902900000.0,12.04,1.65,1.18
2012-02-02,3191.6,3232.6,3172.15,3215.3,72794301.0,16247800000.0,12.45,1.67,1.16
2012-02-03,3215.65,3215.65,3159.65,3179.25,45565213.0,10641800000.0,12.31,1.52,1.39
2012-02-06,3219.45,3250.05,3190.85,3222.85,51780095.0,12878500000.0,12.59,1.54,1.37
2012-02-07,3267.3,3267.3,3158.05,3171.55,40543492.0,11121000000.0,12.38,1.51,1.39
2012-02-08,3182.9,3254.3,3165.85,3222.95,53007419.0,13956199999.999998,12.59,1.54,1.37
2012-02-09,3201.2,3291.55,3175.4,3286.9,83169301.0,19809100000.0,12.84,1.57,1.34
2012-02-10,3246.2,3346.35,3246.2,3310.5,66695674.0,20506900000.0,13.03,1.58,1.33
2012-02-13,3318.0,3382.5,3273.2,3346.85,50656495.0,12914800000.0,13.18,1.6,1.32
2012-02-14,3341.6,3383.25,3340.4,3358.45,45858228.0,11939800000.0,13.07,1.6,1.31
2012-02-15,3384.05,3437.3,3384.05,3429.35,64425127.0,14860900000.0,13.35,1.64,1.29
2012-02-16,3410.9,3413.45,3346.7,3367.5,71394162.0,18872200000.0,13.18,1.61,1.31
2012-02-17,3406.55,3455.5,3355.8,3369.4,83265896.0,19968300000.0,13.19,1.61,1.31
2012-02-21,3380.95,3444.35,3377.55,3398.45,61269074.0,14209800000.0,13.3,1.62,1.3
2012-02-22,3411.45,3431.1,3236.4,3248.4,70260601.0,15007100000.0,12.71,1.55,1.36
2012-02-23,3246.15,3256.0,3180.9,3211.7,85201436.0,17023599999.999998,12.57,1.53,1.38
2012-02-24,3225.8,3269.65,3211.0,3247.1,71368850.0,14835300000.0,12.71,1.55,1.36
2012-02-27,3266.8,3266.8,3071.15,3083.2,81695984.0,16756900000.0,12.07,1.47,1.43
2012-02-28,3098.95,3198.6,3098.95,3189.4,54046772.0,12047700000.0,12.48,1.52,1.39
2012-02-29,3224.4,3261.25,3170.3,3236.65,52124271.0,12506099999.999998,12.67,1.54,1.37
2012-03-01,3222.85,3235.5,3175.3,3205.7,44156235.0,10697000000.0,12.55,1.53,1.38
2012-03-02,3228.35,3257.25,3194.9,3210.15,40608480.0,9384200000.0,12.57,1.53,1.38
2012-03-03,3209.45,3219.9,3207.8,3211.5,6929154.0,837600000.0,12.57,1.53,1.38
2012-03-05,3192.45,3192.75,3102.45,3107.75,29293035.0,6861400000.0,12.16,1.48,1.42
2012-03-06,3093.9,3159.65,2968.1,2981.1,60721202.0,13924000000.0,11.67,1.42,1.48
2012-03-07,2966.95,2986.9,2902.65,2939.15,61410707.0,13142200000.0,11.5,1.4,1.5
2012-03-09,2988.9,3099.05,2988.9,3090.5,51423753.0,12175400000.0,12.1,1.47,1.43
2012-03-12,3132.75,3144.6,3074.8,3121.95,37956847.0,9558100000.0,12.25,1.49,1.41
2012-03-13,3144.4,3236.35,3144.4,3213.95,44786397.0,11141500000.0,12.61,1.53,1.37
2012-03-14,3257.6,3270.75,3205.05,3212.1,40489512.0,10868599999.999998,12.61,1.53,1.37
2012-03-15,3199.9,3199.9,3145.0,3170.85,34003869.0,9284900000.0,12.44,1.51,1.39
2012-03-16,3174.3,3213.7,3095.3,3106.45,39726876.0,10466099999.999998,12.19,1.48,1.42
2012-03-19,3102.9,3141.9,3066.95,3082.55,31731476.0,7069500000.0,12.1,1.47,1.43
2012-03-20,3079.15,3123.75,3063.65,3083.75,37305132.0,9318500000.0,12.1,1.47,1.43
2012-03-21,3077.4,3153.15,3048.35,3141.95,46992323.0,11023900000.000002,12.33,1.5,1.4
2012-03-22,3135.2,3143.1,3024.65,3033.95,56219941.0,15042700000.0,11.91,1.45,1.45
2012-03-23,3038.2,3072.9,2984.95,3018.4,42219930.0,11233400000.0,11.85,1.44,1.46
2012-03-26,3022.05,3034.35,2933.1,2954.25,37370356.0,9351400000.0,11.59,1.41,1.49
2012-03-27,2996.95,3011.1,2954.9,2996.35,47041642.0,10842100000.0,11.76,1.43,1.47
2012-03-28,2989.0,2989.0,2950.5,2967.15,36042248.0,8337100000.0,11.65,1.42,1.49
2012-03-29,2937.9,2990.7,2926.25,2974.25,54531534.0,11814200000.0,11.67,1.42,1.48
2012-03-30,2983.65,3063.7,2983.65,3054.75,44572010.0,9629900000.0,11.99,1.46,1.44
2012-04-02,3047.25,3073.7,3033.95,3042.25,28940027.0,6482200000.0,11.94,1.45,1.45
2012-04-03,3064.45,3107.05,3064.45,3092.15,35548396.0,7428600000.0,12.14,1.48,1.43
2012-04-04,3064.5,3077.7,3042.1,3059.85,27335137.0,6452000000.0,12.01,1.46,1.44
2012-04-09,3035.2,3035.2,2944.5,2954.25,26856487.0,5998200000.000001,11.59,1.41,1.49
2012-04-10,2964.4,2964.4,2906.2,2926.65,33602793.0,7285200000.0,11.49,1.4,1.51
2012-04-11,2899.8,2925.65,2872.35,2886.4,39133685.0,8336200000.0,11.33,1.38,1.53
2012-04-12,2912.4,2966.6,2908.3,2959.75,36827475.0,7840100000.0,11.62,1.41,1.49
2012-04-13,2984.7,3005.25,2935.05,2945.55,37907842.0,10536900000.0,11.56,1.41,1.5
2012-04-16,2924.55,2959.3,2916.0,2952.8,21542601.0,5269600000.0,11.59,1.41,1.49
2012-04-17,2972.7,3014.25,2962.7,3010.35,30828727.0,7321100000.0,11.81,1.44,1.47
2012-04-18,3028.5,3064.2,3028.5,3038.6,31317248.0,7739700000.0,11.93,1.45,1.45
2012-04-19,3048.55,3069.0,3022.0,3060.4,25540315.0,5947000000.0,12.01,1.46,1.44
2012-04-20,3044.7,3077.0,3002.35,3033.2,31830803.0,7687500000.0,11.9,1.45,1.45
2012-04-23,3019.15,3045.85,2926.3,2941.0,35202093.0,7891400000.0,11.54,1.4,1.5
2012-04-24,2948.3,2972.2,2920.65,2962.45,30309196.0,7270500000.0,11.63,1.41,1.49
2012-04-25,2967.4,2994.65,2919.2,2949.85,27121875.0,6516900000.000001,11.58,1.41,1.5
2012-04-26,2965.9,2982.1,2939.1,2947.95,37091438.0,9073000000.0,11.57,1.41,1.5
2012-04-27,2950.8,2972.45,2892.75,2922.8,24313639.0,5454100000.0,11.54,1.39,1.48
2012-04-28,2932.95,2949.3,2926.95,2943.15,1670144.0,423500000.0,11.62,1.4,1.47
2012-04-30,2941.85,2981.55,2935.65,2970.25,23671892.0,5390300000.0,11.73,1.42,1.45
2012-05-02,2974.8,2998.55,2947.75,2957.0,24040611.0,5574100000.0,11.67,1.41,1.46
2012-05-03,2941.65,2945.65,2888.8,2902.15,22869481.0,5742000000.0,11.46,1.38,1.49
2012-05-04,2890.65,2891.75,2813.8,2828.5,33740157.0,6852600000.0,11.17,1.35,1.53
2012-05-07,2788.35,2881.15,2762.2,2871.8,32701253.0,7676500000.0,11.34,1.37,1.5
2012-05-08,2880.2,2894.05,2807.9,2825.2,36423175.0,8008400000.0,11.15,1.35,1.53
2012-05-09,2798.05,2820.4,2756.35,2767.5,38767874.0,8060400000.0,10.87,1.32,1.56
2012-05-10,2769.15,2809.95,2728.3,2733.55,26350863.0,6439800000.0,10.74,1.3,1.58
2012-05-11,2714.8,2742.85,2682.95,2700.9,31771873.0,8450800000.0,10.65,1.29,1.6
2012-05-14,2702.55,2735.3,2653.75,2686.6,27591676.0,6796100000.0,10.93,1.28,1.61
2012-05-15,2664.55,2748.1,2664.55,2741.2,33644316.0,7763900000.0,11.14,1.31,1.58
2012-05-16,2695.7,2698.05,2658.35,2665.35,38224774.0,8204500000.0,10.83,1.27,1.62
2012-05-17,2676.0,2714.0,2654.85,2675.8,35889074.0,7819200000.0,10.87,1.28,1.62
2012-05-18,2630.1,2694.35,2616.4,2687.25,38290981.0,8498000000.0,10.92,1.28,1.61
2012-05-21,2674.9,2723.8,2674.9,2704.85,36752122.0,8869300000.0,10.99,1.29,1.6
2012-05-22,2728.4,2742.9,2644.6,2654.5,31639148.0,6495700000.000001,10.78,1.27,1.63
2012-05-23,2641.0,2653.45,2616.1,2630.95,28677135.0,5953800000.0,10.69,1.25,1.64
2012-05-24,2644.95,2675.65,2610.9,2667.75,29470395.0,6459200000.0,10.84,1.27,1.62
2012-05-25,2656.15,2704.7,2652.15,2690.55,28958305.0,6408000000.0,10.93,1.28,1.61
2012-05-28,2690.6,2722.6,2690.6,2716.7,22236465.0,5126799999.999999,11.04,1.3,1.59
2012-05-29,2731.3,2752.75,2718.15,2731.6,35790709.0,6923700000.0,11.25,1.3,1.58
2012-05-30,2713.6,2732.1,2699.8,2706.1,25585605.0,5138500000.0,11.25,1.29,1.6
2012-05-31,2688.25,2714.85,2687.5,2698.55,74641195.0,13386700000.0,11.21,1.29,1.6
2012-06-01,2689.0,2701.3,2644.8,2654.65,29369328.0,6638300000.0,11.0,1.27,1.63
2012-06-04,2630.8,2642.85,2594.6,2635.5,28400831.0,5991100000.0,10.92,1.26,1.64
2012-06-05,2649.15,2677.2,2620.4,2626.8,27275555.0,5605100000.0,10.89,1.25,1.65
2012-06-06,2646.1,2708.85,2646.1,2705.65,30981242.0,7850400000.0,11.21,1.29,1.6
2012-06-07,2732.2,2748.35,2715.75,2739.65,32928320.0,8202200000.0,11.35,1.31,1.58
2012-06-08,2749.75,2762.1,2714.65,2752.05,33183802.0,6918500000.0,11.4,1.31,1.57
2012-06-11,2782.6,2809.8,2734.1,2749.6,30416511.0,6537500000.0,11.39,1.31,1.57
2012-06-12,2729.15,2788.65,2725.25,2780.25,31439975.0,6704900000.0,11.52,1.33,1.55
2012-06-13,2785.75,2796.55,2761.9,2770.05,26456434.0,6096500000.0,11.48,1.32,1.56
2012-06-14,2767.6,2783.0,2731.05,2737.4,25165907.0,5359500000.0,11.34,1.31,1.58
2012-06-15,2751.1,2781.05,2750.35,2775.85,37833781.0,6949800000.0,11.5,1.32,1.56
2012-06-18,2799.3,2822.85,2736.4,2750.7,41379187.0,8108200000.000001,11.4,1.31,1.57
2012-06-19,2745.15,2770.85,2719.85,2748.3,41254367.0,6978900000.0,11.39,1.31,1.57
2012-06-20,2767.2,2788.85,2745.25,2778.25,45349450.0,8879100000.0,11.51,1.33,1.56
2012-06-21,2762.5,2805.05,2754.9,2798.85,26232679.0,5341799999.999999,11.59,1.33,1.54
2012-06-22,2771.25,2781.8,2734.4,2755.9,29863257.0,6144700000.0,11.42,1.31,1.57
2012-06-25,2766.85,2792.45,2726.45,2736.05,31745147.0,5697900000.0,11.33,1.31,1.58
2012-06-26,2728.25,2740.55,2709.8,2726.95,25994978.0,5562800000.0,11.3,1.3,1.59
2012-06-27,2743.35,2777.65,2741.75,2772.4,26581734.0,5854299999.999999,11.49,1.32,1.56
2012-06-28,2781.15,2791.05,2760.6,2776.5,32929596.0,7413200000.000001,11.5,1.32,1.56
2012-06-29,2805.0,2875.1,2805.0,2870.35,35735434.0,9257300000.0,11.89,1.37,1.51
2012-07-02,2882.8,2911.15,2856.5,2882.9,27035074.0,6506300000.0,11.94,1.38,1.5
2012-07-03,2887.75,2917.05,2879.9,2905.8,31551086.0,7589800000.0,12.04,1.39,1.49
2012-07-04,2916.35,2978.9,2916.35,2965.6,51982185.0,11794800000.0,12.29,1.41,1.46
2012-07-05,2969.45,2980.85,2948.5,2956.15,28691985.0,7672200000.0,12.25,1.41,1.46
2012-07-06,2951.0,2951.0,2907.45,2924.95,24387160.0,6496900000.000001,12.12,1.4,1.48
2012-07-09,2897.7,2900.9,2862.3,2882.35,21612519.0,5150200000.0,11.94,1.37,1.5
2012-07-10,2885.9,2930.7,2885.9,2926.4,29404290.0,6479900000.0,12.12,1.4,1.48
2012-07-11,2911.15,2935.05,2893.25,2898.0,24950321.0,5334299999.999999,12.01,1.38,1.49
2012-07-12,2883.2,2889.0,2859.65,2864.6,27588488.0,5657200000.0,11.87,1.37,1.51
2012-07-13,2873.15,2886.95,2828.3,2831.75,24889039.0,5707100000.0,11.73,1.35,1.53
2012-07-16,2820.2,2825.3,2765.55,2770.15,24115248.0,5555400000.0,11.48,1.32,1.56
2012-07-17,2782.05,2799.05,2760.35,2767.4,23489082.0,5268300000.0,11.46,1.32,1.56
2012-07-18,2769.05,2816.15,2767.45,2808.4,24270433.0,6174900000.0,11.63,1.34,1.54
2012-07-19,2833.55,2845.25,2825.75,2832.35,18056645.0,4597300000.0,11.73,1.35,1.53
2012-07-20,2822.35,2848.45,2811.1,2834.4,18101422.0,4230299999.9999995,11.74,1.35,1.53
2012-07-23,2809.4,2809.4,2734.15,2740.5,20831628.0,4637300000.0,11.35,1.31,1.58
2012-07-24,2739.55,2758.1,2731.9,2745.25,21756089.0,4574400000.0,11.37,1.31,1.57
2012-07-25,2725.5,2726.45,2675.25,2687.7,34870929.0,8240400000.0,11.13,1.28,1.61
2012-07-26,2699.65,2702.0,2638.0,2651.9,47945471.0,11190600000.0,11.39,1.26,1.63
2012-07-27,2696.3,2739.45,2691.3,2708.2,26862259.0,6414500000.0,11.93,1.29,1.6
2012-07-30,2727.4,2763.9,2720.3,2760.25,18676782.0,4765100000.0,12.16,1.32,1.57
2012-07-31,2766.6,2791.3,2719.9,2783.15,27114343.0,6409800000.0,12.29,1.33,1.55
2012-08-01,2777.9,2793.7,2751.1,2762.8,20807056.0,5942300000.0,12.2,1.32,1.56
2012-08-02,2755.9,2763.55,2740.2,2757.25,19592829.0,5101600000.0,12.18,1.32,1.57
2012-08-03,2735.05,2735.05,2682.1,2714.45,22741108.0,6074100000.0,11.99,1.29,1.59
2012-08-06,2745.0,2767.45,2735.65,2743.8,18716540.0,4079500000.0,12.14,1.31,1.58
2012-08-07,2746.45,2771.9,2740.85,2759.15,17982282.0,5577900000.0,12.21,1.32,1.57
2012-08-08,2767.85,2811.4,2767.85,2779.7,30703466.0,7673200000.000001,12.3,1.33,1.56
2012-08-09,2782.25,2813.95,2777.3,2796.2,30124629.0,6639700000.0,12.37,1.33,1.55
2012-08-10,2785.6,2813.35,2777.7,2797.0,22782512.0,5184900000.0,12.37,1.33,1.55
2012-08-13,2808.45,2808.6,2777.3,2797.75,24066912.0,5258500000.0,12.38,1.33,1.55
2012-08-14,2787.45,2833.05,2787.1,2822.45,27200900.0,6883600000.0,12.49,1.35,1.53
2012-08-16,2812.6,2821.0,2778.85,2786.05,26974683.0,6341600000.0,13.28,1.33,1.55
2012-08-17,2783.3,2797.05,2737.3,2741.25,37004114.0,8848200000.0,13.13,1.3,1.68
2012-08-21,2736.55,2766.6,2713.2,2762.65,30891588.0,6532100000.0,13.23,1.31,1.67
2012-08-22,2751.3,2771.85,2748.1,2756.65,22310032.0,5209600000.0,13.2,1.31,1.67
2012-08-23,2768.35,2799.6,2751.55,2771.85,26728414.0,6647400000.0,13.3,1.31,1.66
