IMDB_titleID,IMDB_rating,IMDB_title_name
/title/tt6997574/,"4.4 based on 1,628 user ratings"," My Teacher, My Obsession (2018) (TV Movie) "
/title/tt5189894/,"6.0 based on 4,174 user ratings", 68 Kill (2017) 
/title/tt0144084/,"7.6 based on 451,486 user ratings", American Psycho (2000) 
/title/tt0118928/,"5.9 based on 76,569 user ratings", Dante's Peak (1997) 
Not Found,Not Found,Not Found
/title/tt5884234/,"5.0 based on 8,943 user ratings", First Kill (2017) 
Not Found,Not Found,Not Found
Not Found,Not Found,Not Found
/title/tt0433400/,"6.2 based on 100,692 user ratings", Just Friends (I) (2005) 
Not Found,Not Found,Not Found
/title/tt10327136/,6.6 based on 74 user ratings, Mokalik (Mechanic) (2019) 
/title/tt0419984/,"5.1 based on 34,316 user ratings", Mr. Woodcock (2007) 
/title/tt1078588/,"7.4 based on 86,627 user ratings", My Sister's Keeper (2009) 
/title/tt0327056/,"7.9 based on 398,857 user ratings", Mystic River (2003) 
Not Found,Not Found,Not Found
Not Found,Not Found,Not Found
/title/tt0400717/,"6.1 based on 81,785 user ratings", Open Season (2006) 
Not Found,Not Found,Not Found
/title/tt0409182/,"5.6 based on 94,174 user ratings", Poseidon (2006) 
/title/tt1084950/,"6.7 based on 45,913 user ratings", Rachel Getting Married (2008) 
/title/tt7667038/,3.7 based on 836 user ratings, Confessions of a Serial Killer with Piers Morgan (2017) (TV Series) 
Not Found,Not Found,Not Found
/title/tt0083131/,"6.9 based on 61,347 user ratings", Stripes (1981) 
/title/tt0829482/,"7.6 based on 497,677 user ratings", Superbad (2007) 
Not Found,Not Found,Not Found
/title/tt5036924/,6.1 based on 83 user ratings, The CEO (2016) 
/title/tt0410297/,"6.8 based on 133,516 user ratings", The Lake House (2006) 
/title/tt1320244/,"5.6 based on 46,687 user ratings", The Last Exorcism (2010) 
Not Found,Not Found,Not Found
/title/tt1111422/,"6.4 based on 178,252 user ratings", The Taking of Pelham 123 (2009) 
/title/tt9557874/,7.5 based on 22 user ratings, Transformers: Rescue Bots Academy (I) (2019) (TV Series) 
/title/tt8891990/,6.8 based on 147 user ratings, Transformers: Cyberverse (2018) (TV Series) 
/title/tt10181594/,5.5 based on 28 user ratings, Uncle Naji in UAE (2019) 
/title/tt8887736/,4.7 based on 51 user ratings," Bikya (2018) aka ""Used Goods"" "
/title/tt0960144/,"5.5 based on 182,426 user ratings", You Don't Mess with the Zohan (2008) 
/title/tt8931836/,9.2 based on 30 user ratings, Age of Rebellion (2018) (TV Series) 
/title/tt5001576/,7.3 based on 598 user ratings, Barça Dreams (2015) 
/title/tt0393109/,"7.3 based on 97,587 user ratings", Brick (2005) 
Not Found,Not Found,Not Found
/title/tt2069797/,"5.7 based on 5,369 user ratings", Delirium (I) (2018) 
Not Found,Not Found,Not Found
/title/tt8324474/,6.4 based on 295 user ratings, Hope Aur Hum (2018) 
/title/tt7617988/,7.5 based on 598 user ratings, Kuchh Bheege Alfaaz (2018) 
/title/tt7647198/,7.3 based on 585 user ratings, Love and Shukla (2017) 
/title/tt0878695/,"5.8 based on 9,799 user ratings", Murder Party (2007) 
/title/tt4232066/,7.1 based on 580 user ratings, Once Again (2018) 
/title/tt2776344/,"7.3 based on 4,264 user ratings", Pee Mak (2013) 
/title/tt9165444/,"6.3 based on 1,214 user ratings"," Almost Family (2019) (TV Series) aka ""Sisters"" "
/title/tt0102958/,"6.9 based on 3,119 user ratings", Sólo con Tu Pareja (1991) 
